text,category
👏👏👏👏 hay talay sarav  maza kinnar bhu Ani bahinin sathi Ani raje tumhala dekhil dhanyvad ki ha topic uchala 👍👍,Non-anti-LGBT+ content
भयानक विकृती म्हनावी याला.यांनी कुत्र्यांनाही मागे टाकल.,Homophobia
Ukhana ghya vahini   pan nemakya kon?,Homophobia
"अजून काय काय या भारतात बघायला मिळणार देव जाणे .. कलियुग आहे, घोर कलियुग. या जोडप्याला तर भावना अनावर झाल्यात. Tv वर इतकं प्रेम आहे तर माघारी किती असेल",Homophobia
भारत चीनची गांड मारनार😊😁😂,Non-anti-LGBT+ content
"हे पाहताना खरचं हृदय भरून आले,",Non-anti-LGBT+ content
वा ताई ऐवठया वर्षात रक्षाबंधनाचं खर पावित्र्य  आज तुमच्या मुळे समजला कळलं.....,Non-anti-LGBT+ content
सपनाची ऐक मुलाखात you tube वर बघीतली हिंदी होती तिने जे काही  आपल्या काही गोष्टी सांगितल्या त्या ऐकुन खुप वाईट वाटले. तसेच समाजाने ह्यांच्या कडे बघण्याचा दृष्टीकोन बदलले पाहीजे त्यांचा आदर केला पाहिजे आणि ते होणार ह्यात शंका नाही.🙏,Non-anti-LGBT+ content
अवघड आहे 😂कशाला मरायला पाऊस पडेल का 😂,Transphobia
"तो तेच आहे ,बोलताना पण.....",Homophobia
खुप आभार तुम्ही लोकानी hijra kiva hijda smajasathi kahi tari kelat manuski दाखवली,Non-anti-LGBT+ content
Tumhala hi jagnyacha haqq ahe jagaycha samajat tumhi hi Lok that yrr amhi sgle tumchya sobt ahot gob bless u ❤️❤️❤️❤️,Non-anti-LGBT+ content
May papala sun pan nhi,Non-anti-LGBT+ content
Ha 1st video ahe tujha jo me purn baghitla. Aani avdla,Non-anti-LGBT+ content
Genetically janmala ale nastat genetically fault gheun janmala alele astat. ..I think you understand it now,Non-anti-LGBT+ content
"Me ajun kuvara ahe ,😥
Police matured mitra pahije.",Non-anti-LGBT+ content
Aplyala bar ahe Ithe muli bhetat nahi lavkar lagnasathi ata opponent kami zale,Non-anti-LGBT+ content
Nakkich kortat punarvichar yachika lavkarach dakhal hoil..,Non-anti-LGBT+ content
Are balu khat pi ja,Non-anti-LGBT+ content
तरी म्हणे आमचा देश महान खरे शिक्षणाची गरज आहे या देशाला नाही तर भविष्यात जनावरांबरोबर लग्न होतील,Non-anti-LGBT+ content
"चकित च झालो यार.. ग्रेट.
इतकी प्रगल्भ ता माझ्याकडे ही नाही,
प्रामाणिक पने सांगतो इतके उंच विचार..
हे अनेकांच्या विचारांच्या  पलीकडचं आहे🙏🙏",Non-anti-LGBT+ content
"  @piudot8002  बस ना भाऊ झालं आता, त्यांना करायचं ते त्यांनी केलं मला बोलायचं ते मी बोललो, आता काय उपयोग आहे माझी विचारसरणी बदलून. ज्याला जस हवं तसं करावं माझा काही आक्षेप नाहीय. भाऊ तू जरी असं केलंस तरी काही प्रॉब्लेम नाही, आम्ही स्वागत करू दादा,",Non-anti-LGBT+ content
"  @faktmaratha1195  तू मराठा आहेस तेथेच आम्ही नतमस्तक आहो. केवळ आमच्याशीच नाही,तर सर्वाशी चांगले वागण्याची सद्बुद्धी तो भगवंत तुला देवो! आणी तू आमच्या बद्दल कितीही वाईट बोललास, तरी सुद्धा भगवंत तुझ्या धंदा-व्यवसायात बरकत देवो! हीच मनापासून भगवंताकडे प्रार्थना आहे.जाता जाता तुला नमस्कार!
श्री शिव छत्रपती शिवरायांनी शिकवण दिली आहे, कि 🚩""मराठा तितुका मिळवावा ! महाराष्ट्र धर्म वाढवावा !""  जय महाराष्ट्र!!🚩
        🚩🚩🚩एक महाराष्ट्रप्रेमी🚩🚩🚩",Non-anti-LGBT+ content
Khup changla nirnay ghetla aahes..,Non-anti-LGBT+ content
"Ase lagn karnya peksha bin lagnache rahile bare ki re baba . . 

Ata kay chainij chi ..marnar ka tu ani chaininj pregnanet rahnar",Homophobia
खुप छान निर्णय घेतलाय दोघांने ही,Non-anti-LGBT+ content
"आरे महेश तुझा मुलगा सत्या आॅलरेडी गे चं आहे
वेडात मराठे,,,या सिनेमा मधे तू त्याला घेतंल होतो
मर्दाची भूमिका त्याला शोभली नसती म्हणून त्याच्या
ऐवजी तू सिध्दार्थ जाधवला घेतले
कारण तुझा मुलगा गे आहे ❤️❤️❤️",Homophobia
तिसरा महायुद्ध जलदी सुरू करो,Transphobia
"Rohit R तुझ्या आईचा दाना त्यात माझा कडक बाणा,आता शेजारी ,पाजारी ,गाव याना आणि याच्या आईला घेऊन जा आणि करा घावन झवा गावान 😂😂",Non-anti-LGBT+ content
"तू कर मग

",Non-anti-LGBT+ content
  @bendover-bz4bc  tu gap lavdya aata,Non-anti-LGBT+ content
"बायबल मध्ये तर हे आधीच लिहून ठेवलं आहे . रोम 2 .3 अशालोकाना दुर्वस्नाच्या स्वाधीन केले आहे.  अशाप्रकारचे लोक नरकात जातात

",Non-anti-LGBT+ content
मागील वाटचालीच्या हार्दिक शुभेच्छा बाळू 😂,Non-anti-LGBT+ content
Punam KG hormonal varientions astat he..,Non-anti-LGBT+ content
Khi hi😂😂😂 where is the logic man,Homophobia
बरोबर अशोक दादा,Non-anti-LGBT+ content
"कुणी कितीही वाह वाह 
करा पण हे आदर्श जोड़पे होऊ शकत नाही",Transphobia
 @prajaktanadkarni9218  wa nisha kiti chan,Non-anti-LGBT+ content
Ugach nahi kahi पुरोगामी महाराष्ट्र 👍😇,Non-anti-LGBT+ content
परिस्थिती खूपच कठिण आहे ..,Transphobia
धमक शुभेच्छा💐,Non-anti-LGBT+ content
खरच यार मन भरून येत अस कोणाच्या भावना ऐकल्यावर पण यांच्या आयुष्यात एतका त्रास खरच सॅलुट आहे यांच्या जगण्याला आणि खरच समाज त्यांना सन्मान देत नसेल तर अपमान पण करायचा अधिकार समाजाला नाही 🙏,Non-anti-LGBT+ content
Lgn mhanje divas ratr fkt sex krn as ast ka? Kiti tari Normal couples pn aahet jyanna mul nahi hot,Non-anti-LGBT+ content
" @nareshshelar9816   जिच्यात कष्ट करून पैसे कमवण्या ची, आणि मर्दा सारखं बायको आणि मुलाना सांभाळ न्या ची हिम्मत नाही तो करेल आस घाणेरडे, अनसर्गिक, काम ( लग्न हे स्त्री पुरुषा ch असत )त्या मुळे लग्न नाही म्हणता येणार",Transphobia
Aata tu hiimat kar 👭,Non-anti-LGBT+ content
अरे हे काय चालय देश कुठे तुम्ही कुठे कसलि परंपरा.,Transphobia
Tumhi nehmi khush raha mam ..... Mam kalach aanchya clg madhe cheif guest manun aalelya.... Tyanni aamhala khup goshtti sangitya aani tyatun aamhi khup kahi shiklo... Thank you so much mam🥰,Non-anti-LGBT+ content
Kharach pratyk cha ayusha ahe and yanchya sathi pan respect ahe but education chi khup garaj ahe but rastyavar and railway madhe beggars sarkha vagyla nako government ne reservation provide kela ahe tycha fhyada ghyala hava,Non-anti-LGBT+ content
"तो आहेच गे , हे सर्वांनी पाहिले आहे, परंतु तरी पण त्याला मावळ्याची भुमिका देण्यात आली,",Homophobia
"but supreme court kasha var chalt ahe... ek part manun savidhan ahe na...tumi kiti hi kahi Bola but ek part made savidhan mulch jhal ahe...
aplya bhartach savidhan ahe khup to",Non-anti-LGBT+ content
"घरात लक्ष द्या ताई...
त्यांना जीव लावा.
बाहेर लक्ष घालून काय मिळतं तुम्हाला",Non-anti-LGBT+ content
Gauri  tai  ur great 👍,Non-anti-LGBT+ content
Tumche naav ghenyapeksha mala tumhala.aai bolne far aavdel,Non-anti-LGBT+ content
Kaliyug lahgla ahe bhau,Transphobia
खूप खूप शुभेच्छा दोघांना पण पुढील वाटचालीसाठी 💐💐💐💐💐💐,Non-anti-LGBT+ content
खरच खुप सुशिक्षित इंटरव्यू वाटला आपण च सगळ्यांना  बघण्याचा दृष्टिकोण बदलायला हवा. त्याना पन नॉर्मल आयुष्य जगयला हवे..आणी यांचा संवाद पन खुप छान आणि knowledgeable  आहे..,Non-anti-LGBT+ content
हिजडा पण संसार करू शकतो,Transphobia
tula mule jhali. ki te adoption la... Trust mi tujhya peksha changle parents astil he lok,Non-anti-LGBT+ content
Abhimaan vaatato aaplaa..,Non-anti-LGBT+ content
अबे येडपट तुझा पोरगा गे च आहे अख्ख्या दुनियेला माहितीये तुला कास नाही माहित अजून पण😂😂😂,Homophobia
Hya rahatata kuthe,Non-anti-LGBT+ content
Avgd ahe ata aplya beed cha 😀😂,Non-anti-LGBT+ content
"Por kashe paida karal.... 😂😂😂😂

Ha kai vivaha ahe ka .

",Transphobia
खरी परिस्थिती आहे,Non-anti-LGBT+ content
Hya doghanmadla navra kon ani bayko kon hey kasa tharavtat he🤣😂🤣😂,Homophobia
Kharch khup suder  pratek kinaratch navhe tar tar pratek strit mulit shivlaxmi sarkhya shivlaxmi asayla havayt devane Asch sadaiv ya jodila ektra ayush bhar thevav god bless you shivlaxmi madem sir,Non-anti-LGBT+ content
"ही आहे foreign ची संस्कृती, बाहेर जाऊन हेच घेऊन येणार,  जर असच चालू राहील तर मनुष्य जात संपुष्टात येईल. शिवाजी महाराजांच्या मर्द मावळ्यांच्या मातीत अशे लोक श्राप आहेत. ज्यांना पुरुषार्थ काय आहे हे बाहेर जाऊन विसरण्यात सार्थ अभिमान वाटतो. आणि यांना परवानगी देणाऱ्या कायद्याला कोपऱ्यापासून नमस्कार 🙏",Homophobia
"पहिल्यांदा LGBTQI+ हा विषय एवढा छान सर्वांगाने हाताळलेला पहिला.👍👍 KEEP IT UP GUYS

",Non-anti-LGBT+ content
Khup chaan....mahit naslelya khup goshti kalalya.....they are also human being 🙏,Non-anti-LGBT+ content
RBI ले रुपये देइल ना मग हे लई पटले आपल्याला,Non-anti-LGBT+ content
Khup bhari mitra,Non-anti-LGBT+ content
Balu manala ki samajaun mala garaj nahi  fakt jachasi mala lagn karaych tyachaun mala garaj  aahe aagadi barobar bolala khartar sarwani tyana  sapot kela pahije,Non-anti-LGBT+ content
हे जे काय झालं प्रेमामुळे प्रेम असतं माणूस हा गाढवासोबत पण लग्न करू शकतो,Homophobia
"Andy Anil व्यक्ती स्वातंत्र्य काय असत ते न समजणारे अंधभक्त घुसमट हा शब्दाचा अर्थ पण समजू शकत नाहीच, बोलणे व्यर्थ तुमच्यासारख्या व्यक्तीशी,देशातील सर्वोच्च न्याय व्यवस्थेने दिलेला निर्णय मान्य नसेल तर दम असेल तर करा जनहितयाचिका दाखल👍",Non-anti-LGBT+ content
"खूपच मस्त माहिती दिली
माणसाने माणसाशी माणसा सारखे वागावे
हेच सत्य",Non-anti-LGBT+ content
मागिल वाटलीचालिस खुप खुप शुभेचा,Non-anti-LGBT+ content
Nice ताई मला खुप अभिमान वाटतो Miss you tai,Non-anti-LGBT+ content
Jag budi nischit ahe ashya muke,Transphobia
Hayla boltat sapana Khar tari boli na🙏☺️,Non-anti-LGBT+ content
Not हिजडा.. It's हिजरा... Atta samjla yacha meaning..,Non-anti-LGBT+ content
कुठ नेऊन ठेवला महाराष्ट्र,Non-anti-LGBT+ content
समाजात तेजस्वी जगणार्या (महाभारतातील) शिखंडी हे ज्वलंत उदाहरण आहे.,Non-anti-LGBT+ content
"विषय छान होता दादा 🥰🥰👍🏻👍🏻
छान लिहिलं आहे
Genes फक्त घाण होता हाट 😂😂",Non-anti-LGBT+ content
खुप छान विचार आहेत तुमचे एक नंबर व्हिडिओ तुमचे कौतुक मुंबई बादरा मंगला निकाळजे,Non-anti-LGBT+ content
Jyanla jasa jagaycha ahe tasa jagu dya... Ti pn mans ahet.. jagu dya,Non-anti-LGBT+ content
Kiti chan nahitar ajkal chya muli bagha kai kai apeksha karat ahe nawrya pasun mhanun 30 parant lagna hoina mulinchi...shika jara hichya kadun kiti chan bolya kharach ...nahitar ajkal jara kai nawra neeth nahi wagla ki divorce chi dhamki .,Non-anti-LGBT+ content
bhau tumcha religion  madhye sheriya law mast ahe yaar......,Non-anti-LGBT+ content
tyachar ayushat khup samajhdari deto . Tu purush kiva mahila Kiva LGBTQ aso .sarvach .hushar ani vivek vadi vale,Non-anti-LGBT+ content
Tumcha vaivahik jivan khup chan aso,Non-anti-LGBT+ content
छान माहीत आहे ह्या व्हिडिओच्या माध्यमातून पण मला Tiger Shroff नाही आवडत..! 👌😄,Non-anti-LGBT+ content
Pranoti Awalekar yeah i just forgot that... I forgot that time heals everything... Me tari sangen.. hidnu dharma mhanje fakta bhadvad gita nahi... Hindu dhamachi shikavuk hi tya aadhi pasun denyat yet ahe... Aho Foreigners loka swatah aata hindu dharma cha abhyas karayla lagle ahet.. karan tyanna pan kalala ahe ha dharma kahi sadha sudha dharma nahi... So krupaya karun sarvanni hindu dharmacha barkaine abhhyas karava...,Non-anti-LGBT+ content
"लग्न राहुद्या, त्यांना शिक्षण द्या आणि स्वतःच्या पायावर उभे करा. बाकी ते स्वतः मिळवतील.",Non-anti-LGBT+ content
प्रश्न असा हे आत्ता..आता मूलबाळ होणार कोणाला..🙄,Transphobia
आजकाल समलिंगी प्रेम अन् विवाह पण वाढलेत. त्यात मुलींचे प्रमाण जास्त आहे. कारण त्यांना समजल आहे की समाजाचा विचार करत बसलो तर समाज जीव जाईपर्यंत टोमणे मारत राहील. प्रेम ते प्रेम असत आणि लिंग भेदाची सीमा ओलांडून स्वतःच प्रेम जगासमोर व्यक्त करायला हिम्मत लागते तीच हिम्मत समाजाला घाबरून बाहेर आली नाही तर समाज डोक्यावर चढून बसतो. देव किंवा आई बाप माणसाला वेगवेगळ्या व्यक्तिमत्वाचा बनवून जन्माला घालतो तेव्हा समाजाला विचारून नाही निर्णय घेत की याला जन्मला घालू की नको.. मग समाज काय म्हणेल काय घंटा करायचं आपल्याला.. समाज तर नाव ठेवायलाच असतो..,Non-anti-LGBT+ content
Me to humesha se inki respect krti hu qk gharwalone inse nafrat krna ni sikhaya... Qk ye b inasaan hi h,Non-anti-LGBT+ content
मला वाटलं होत की यावरही उलटसुलट कॉमेंट करणारे काही असतील पण सगळेच कौतुक करताहेत. समाज बदलतोय... ❤️,Non-anti-LGBT+ content
अदित्यबाळा तूझे लक्षण काही ठीक वाटत नाही,Non-anti-LGBT+ content
चला आता होम मीनीस्टर साठी स्पर्धक वाढणार. आदेश भावोजी आता ह्यांना काय प्रश्न वीचारतील बघायला नक्की पहा झी मराठी.,Non-anti-LGBT+ content
शिवलक्ष्मी तुमचा  संसार सुखाचा चालो 🙏,Non-anti-LGBT+ content
Adam Parkar नैतीकता हा शब्दही तूला शोभत नाही कारण तूझ्याततर माणूसकीही नाही,Non-anti-LGBT+ content
या घटनेची माहिती मी व माझे सहकारी यांनी मिळून सर्वानी मिळुन या घटनेची माहिती समोर अाणली होती,Non-anti-LGBT+ content
आपला समाज माणसाला माणूस म्हणून जगण्यासाठी प्रयत्नशील होत आहे हे बघून छान वाटले... इथे काही वाईट कमेंट करणारे पणं असतील पणं त्या पेक्षा जास्त नावजनारे लोक आहेत हे बघून आनंद झाला.. या जगात प्रतेक व्यक्ती ल माणूस म्हणून स्वतः क्या मर्जी प्रमाणे जगण्याचा अधिकार आहे आणि तो तुम्ही सिध्द करीत आहात.. congratulations both of you❤️,Non-anti-LGBT+ content
Exactly Jast garv chadhun gelay ata yala,Non-anti-LGBT+ content
break up boy तुझ्या घरी,Non-anti-LGBT+ content
हे पाहून आपण आयुष्यामध्ये कॉम्प्रोमाइज करणे गरजेचे आहे समजते कारण आयुष्य कुठलाही व्यक्ती एकटे पार पाडू शकत नाही त्यासाठी मला असे वाटते की या दोन्ही मुलांनी चांगला निर्णय घेतला आहे,Non-anti-LGBT+ content
आयला ह्याला आधीच कळाले ह्याच बेन खराब निघलय ते 😂😂,Non-anti-LGBT+ content
हे त्याचां खाजगी  निर्णय आहे  पण समजा  जर असा जोडपा तुमची गल्ली मध्य परिसर मध्य   परिवारात असे कार्य केले तर तुमी  त्याचां स्वीकार करनार का हैं  सागां   त्याचां हा निर्णय चुकी चा आहे,Non-anti-LGBT+ content
"सदा सुहागन रहो

",Non-anti-LGBT+ content
"हाय लागली असेल कदाचित मॉलीवूड वाल्यांची
",Non-anti-LGBT+ content
तुम्हाला तुमच्या पुढील सुखी संसारासाठी हार्दीक शुभेच्छा. व आजच्या पिढीने यांचा आर्दश डोळयासमोर ठेवावा.,Non-anti-LGBT+ content
Haklun dya yana gandgi ahe he hijde,Homophobia
Kanchan Sukale adani ahet he loka.,Non-anti-LGBT+ content
Right bolya tumhe bai khup strong.astech ani bahini n bolta n promise magta deta bhavachya mage ubhyach astat...fkt bro la athvn rahavi ki mala.vel padali tar tu mage ubha raha re baba bayko ali ki visaru nako bass,Non-anti-LGBT+ content
Ata paisach paisa😂,Non-anti-LGBT+ content
1  वर्षाचा आतमध्ये बातमी येणार........बाळू आणि सपनाचा घटस्फोट...... स्टॅम्प वर लिहून देऊ शकतो.....▶️⏯️▶️⏯️▶️⏯️▶️⏯️,Transphobia
"बाळू खरोखरच तुझं कौतुक करावे तेवढे थोडेच आहेत या तुझ्या धाडसाला माझा सलाम, हमें दुनिया का क्या करना दुनिया गई भाडमे
दिल गया गधे पे तो परी क्या चीज है!

",Non-anti-LGBT+ content
Ha ha ha to balu kasa bghtoy,Non-anti-LGBT+ content
"अरे वेड्या  तू मर्द आहे
स लग्न  कोणा बरोबर कराव हा विचार कर",Transphobia
भाऊ मी आपल्या मताशी सहमत आहे .लोकांना पोराकडुन असलेल्या मोठ्या मोठ्या आशा असल्यामुळे आज समाजातील तरुण पिढीला आता पर्याय उरला नाही .समाजाने आपली मानसिकता बदलली पाहिजे .,Non-anti-LGBT+ content
म्हणुनच कायद्याचे आभार माना...बोलण्याचा अधिकार पण संविधान देत आहे ..,Non-anti-LGBT+ content
खूप भारी दोघे ही ....सामाज्याला सांगेल जगा आणि जगू द्या 🙏,Non-anti-LGBT+ content
अतीशय सुंदर जोडी🔥💗💗💗💗💗💗 खुप छान सपना ताई,Non-anti-LGBT+ content
सगळ खर आहे पण. कस काय,Non-anti-LGBT+ content
जनतेने आधीच ओळखले होते😂😂😂,Homophobia
लकराच. काय आता,Non-anti-LGBT+ content
गे movie येतोय वाटते तुझ्या मुलावर आणि त्युज्यावर... कोण नाय कोणचा....😡,Non-anti-LGBT+ content
"Deepa Khadke
मि नाही करणार असल काही
I love only girls
😍😍😍😍😍😍😍😍😍",Non-anti-LGBT+ content
Agav ntaka krtat😂😂😂,Transphobia
BBC ने बरेच दिवसांनी खूप उत्तम विषयावर प्रकाश टाकला आहे. विशेषतः pcmc पालिकेचे विशेष आभार. खरच विलक्षण आहे हे सारेच. खूप खूप शुभेच्छा..,Non-anti-LGBT+ content
शिवलक्ष्मी ताई खूप छान बोलता तुम्ही ek no,Non-anti-LGBT+ content
"Kayda manje bhenchhood ani cutiyagiri zhalay ash kay tari shati kayda ..tyanca pakshat zatoy..are aai zhawadya kayda..neet aaik...tu kuthe ashto jewa ..trafick hawldar guss gheto..are lawdya kaydya..tu kuthe ashto jewa Bmc...madhe...kontya pan kama shati rishwat dyavi lagte..tu kuthe aai ghalat ashto jewa ...RTO..wale...konti hi tranig..n gheta...mul mulina paise gheun tyance...licens...pass kartat are kaydya..swtacya ..bocya khali kewda andar ahe to bag adhi mag ashya ..mudya war swtace maat mand..are ...kaydya tuji lawde lagli ahet tu ata badhlayla hawre...kaydya.
Gm..",Homophobia
Kharch bhari bhavu👌👌ani bhari bolla samaj gela udat...👌,Non-anti-LGBT+ content
मला तर विसरु नका,Non-anti-LGBT+ content
"हे सगळं खोटं आहे हो abp माझा फालतू यांच्या नादी लागू नका

",Transphobia
"निसर्गाच्या विरूद्ध केलेले कॄत्य
",Transphobia
"होरे खर बोलास पन यार गी गे असुनही माझे लग्न झालेले आहे मी दोन मुलपन काढलेत मी खुष आहे व माझ्या मित्राला पन खुश ठेवतहोतो पन यार तो राहायला नाशिकला आहे,बोल तुमाझामित्र होषील काया तुलापन खुश ठेवेन😉😉",Non-anti-LGBT+ content
Abp maza che pan abhar,Non-anti-LGBT+ content
ali pali ne zaval ekamekana,Homophobia
"Hey kay rao ata navinch,ata tar hatch tekyechi vel ali rao hya ashya lokan samor, ani apl govt tar kasle pan act kadtat, ata mul bal kase honar yana 🤣🤣😂",Homophobia
Kiran Deopathak आपन आपल्या पप्पा चा ऊल्लेख कधी एकेरी करत नाही....बाकी तुमी समजुतदार आहात...जय शिवराय..🙏🚩,Non-anti-LGBT+ content
का त्याची घालवतो,Non-anti-LGBT+ content
Dhammjeet Maske हा पण तसच वाटतो बघा 😅🫣,Non-anti-LGBT+ content
 @tejasmanjrekar8717  tujhya aaicha pachha,Non-anti-LGBT+ content
हि पूर्णपणे चुकीचे आहे संस्कृतीचे भान ठेवा,Homophobia
अरे खरे सांग ना तुजा मुलगा गे आहे कस्याला वाकड्या मार्गन सांगतो,Homophobia
आता पुरूष ही बलात्काराच्या प्रकाराला बळी पडऩार...... फक्त दुनियाचा अजुबा हेणार नाही.म्हऩजे ९महिने९दिवस तेवढी तरी परेशानी मुक्त..... आणि हो मेडीकल सायन्स यांना गर्भ ऩिरोध औषधी बनविन्यास वेळ वाया घालावा लागणार नाही..,Homophobia
हे कोणीतरी करायला हवे होते आणि ते मराठी किडाने म्हणजे तु केले खूप छान वाटलं यांच्या बाबतीत ज्या काही गोष्टी पसरल्या गेल्यात त्याच्यावर कुठेतरी विचार केला गेला पाहिजे त्यांनाही चांगल्या प्रकारे जगता यावे या साठी उपाय योजना करणे जरुरी आहे बाकी या एपिसोडसाठी  खुप आभार,Non-anti-LGBT+ content
He couple khup natural n chan vatatay pn dusare je aahet te odhun tanun bai n manus banyacha prayatn krt aalyasarkh janvt,Non-anti-LGBT+ content
"नैसर्गिक अनैसर्गिक हा वेगळा विषय झाला पण हे सर्व फक्त फालुतू गिरी आहे ।।आपल्या देशाच्या संस्कृती च्या खिलाप आहे हे सगळं आणि असच जर चाललं तर घर दार उध्वस्त होतील , निव्वळ घानेरडा पना म्हणावं लागेल याला ,,घरातल्यांनी जन्म झाला तेव्हाच मुलगा आणि मुलगी यांच्या तील फरक समजावून सांगितला असता तर अशी वेळ आली नसती ,सुप्रीम कोर्ट पण अश्या गोष्टी महत्व देतय हेच आश्चर्य जनक वाटतंय
",Homophobia
Ohoo.. tumhi tri kuthe normal ahat?,Homophobia
Ani tu aai zhavada aahe,Non-anti-LGBT+ content
"🇮🇳गोरी ताई तू व तूझ्या सारख्या व्यक्त ती 
देशालाची शान आहे",Non-anti-LGBT+ content
मागील वाटचालीस हार्दिक अभिनंदन,Non-anti-LGBT+ content
Train madhdlyana paan kahi tari samj dya,Non-anti-LGBT+ content
Are bapre devaa vachav re asya lokanpasun vachav hya tuzya Bharat bhumila.ata Kay Kay baghava lagnar kon Jane ata tar he khuleaam chumma chati karnar shiiiii thuuuuu.kay he bc lagna kiva sambandha he fertility sathi asatat.ata tar he Lok BC reproduction ha chapter band karayala laglet.asa varatay ki Kahi varshani human ha ek rare species honar ahe he asach chalu rahila tar.ata tar parvangi milali ahe ata Kay he tar nagadyani nachanar (nanga naach bc).hi ji keed ahe to pahale western countries la Hoti ata ithe pan aali.naacha khela gotya gotya dokyat jatilTeva kalel.ata ekach song ahe tumchyasathi mile Sur Mera tumhara toh sur mile hamara🍑🍒🥕🌽🍌🥖🤣🤣😂😂😂🤣🤣,Homophobia
तुमचा मुलगा गे असेल तर बँडबाजा लावून त्याचं लग्न लावून द्यायल का?,Non-anti-LGBT+ content
Prem he Prem asat,Non-anti-LGBT+ content
" @madhushriparab1409  हो पण लोकांची का वाट लावता, असे फालतू आदर्श का ठेवता, पुढच्या पिढीला",Non-anti-LGBT+ content
Aase he sarvana chalaty pan dalit chalat nahi va re samaj,Non-anti-LGBT+ content
Doghana Khup khup shubhechha..💐💐💐,Non-anti-LGBT+ content
Bhavaaa ...kiti dnyani lok ahet he .... bharpur shikayla milal🙏 asech ajun vdo bnva ani spread kra he original truth.,Non-anti-LGBT+ content
Babasaheb pan ashech hote ka??😂😂,Transphobia
ते न्हव यातला कोण उड़नार  आणि कोण खाली पडणार। 😂,Non-anti-LGBT+ content
"फालतू काहीपण सांगु नको 

बायबलचे अर्थ तूला नाही समजायचे
",Non-anti-LGBT+ content
"निर्णय तुमचा ... पण आदर्श होऊ शकत नाही
समाज असे विवाह मान्य करत नाही... आणि ज्यांना हे योग्य वाटते अशांनी स्वताच्या मुला करता छक्काच बघावा लग्नाकर",Transphobia
"किन्नर लग्न हा विषय फार  विचित्र आहे 
अविवाहित पुरुष किन्नर शी लग्न करण्यास पात्र आहे हा नियम किन्नर  समाजने करावा 
विवाहित पुरुष स्वतःच्या परिवारावर अन्याय करून किन्नर शी लग्न करतो कारण बहुतेक त्यांची इनकम  हेच असावे असे वाटते 
किन्नर ने लग्न झाले की  वागणे बोलणें नॉर्मल करावे त्यांच्या पूजा आराधना या  घरांत कराव्यात रस्त्यावर करू नये  
इतकं सहज राहावे व बोलून दाखवू नये की ते किन्नर आहेत
लोकं श्रध्दा म्हणून नाही तर कुतूहल म्हणून येतात
हे ही असू शकते तुम्हाला भेटताना
तेव्हा प्लिज किन्नर केवळ अविवाहित पुरुषाशीच लग्न करेल हा नियम करावा 
प्लिज राग नका मानू

",Non-anti-LGBT+ content
"   @ibdgaming8296  का तू खरच कुत्रा आहेस का ? तू कसा मग कुणा माणसाच्या भावना समजू शकणार

",Non-anti-LGBT+ content
