text,category
George Shankar  heythere is Nhng prblm in giving a replyand coming to ur question as long as my acts or words do not affect u in any wayI m gudthis is my concept of being gdand I dont thinkmuch Beyond iti feel there is nothing wrong in praising ur gd side to others and at the same time giving others a chance to pointing our bad side is also acceptable Thanksfor u valuable cmnt                ,Non-anti-LGBT+ content
Your Speech                 ,Non-anti-LGBT+ content
facts that she pointing out made me watch till the end sorry i have Yoda english                ,Non-anti-LGBT+ content
Support to Lgbtq community and humanity                ,Non-anti-LGBT+ content
Green revolution in India                ,Non-anti-LGBT+ content
I like this sister because the sister is loveble person                ,Non-anti-LGBT+ content
More movies needed like this in tamil cinema industry                ,Non-anti-LGBT+ content
shinchan shinchan  Dont live by a book Even if you do its your choice dont force on others Understand and accept  humans for what they are  Dont blind yourself from the truth Just because something is different than what you are or what you know of doesnt mean it is wrong                ,Non-anti-LGBT+ content
She is look like serial actress                ,Non-anti-LGBT+ content
The great video ever  from malaysian respect u brother  Realy its heart touching video  always respect tirunangai                 ,Non-anti-LGBT+ content
Who r all here 2 to see d Tamil version of Harry potter                ,Non-anti-LGBT+ content
Archana Shree what                ,Non-anti-LGBT+ content
I support lgbt I love gay and lesbian people                ,Homophobia
Really Good bro                ,Non-anti-LGBT+ content
Keep these kind of contents coming da                 ,Non-anti-LGBT+ content
Gayathri RaGulkumar Then this video is a success                ,Non-anti-LGBT+ content
She is great                 ,Non-anti-LGBT+ content
Super l am coming OK Va ungalyku please send to message                ,Non-anti-LGBT+ content
417 that is exactly correct                ,Non-anti-LGBT+ content
I dont follow ur language but I jst feel the imortionsIm literally crying                ,Non-anti-LGBT+ content
Transgender are goodI love their character and their care                ,Non-anti-LGBT+ content
Anybody there is create gay whatsapp group please reply                ,Non-anti-LGBT+ content
aneesh cool so u need change in law right Correct Even I told that law is favoring women and culture is favoring men Both should be changed U want change in law bt cant accept change in culture Now a change came Article 377 This change is boon for homosexual men And how many men are supporting it We dont need special women empowerment Leave the nonsensical social norms a woman will get empowered by herself                ,Non-anti-LGBT+ content
Really touchingthat chlo saami hug uhlovable Carringlove u  akka                ,Non-anti-LGBT+ content
Pls tmp heart iam big big fan tell my star of the vidio my name aravindhan mjk                ,Non-anti-LGBT+ content
My kind advice if u want to make a film on LGBT community then make it perfectdont go with blind ideabring out the right feel and their intense feelingsthat will make u a good and true filmmakerall the very best                ,Non-anti-LGBT+ content
Even I am straight I support this we have to treat all as humans                ,Non-anti-LGBT+ content
Pavom that akka                ,Non-anti-LGBT+ content
Super broi salute for this konsep and team                 ,Non-anti-LGBT+ content
Bro Vera level bro semma No words to tell               ,Non-anti-LGBT+ content
Who is she                ,Non-anti-LGBT+ content
Why do these LGBT couples have to adopt children and screw up their minds too when you dont believe in natural selection and procedure of reproduction why go for children  Doesnt everything contradict here                ,Non-anti-LGBT+ content
Really great bro                ,Non-anti-LGBT+ content
Rombha boring bro please  make something  good                ,Non-anti-LGBT+ content
Hats off for you                ,Non-anti-LGBT+ content
If you pls share me the link                ,Non-anti-LGBT+ content
Please add subtitles This needs international recognition                ,Non-anti-LGBT+ content
madam malinitell me which religion history allow lgbt dont think when u overconfident  it all rightlook at ur attitudelook at the way you talkthat why lgbt seeing as too much                ,Non-anti-LGBT+ content
When start tha prank                ,Non-anti-LGBT+ content
Thankyou so much for your motivational speech you are a source of positivity and positive inspiration                ,Non-anti-LGBT+ content
I dont understand why are you in my recommended                ,Non-anti-LGBT+ content
Kindly search homosexuality in animal kingdom in youtube go through Btw its not your fault you have been raised in that way                 ,Non-anti-LGBT+ content
She Is So Beautiful   1106 Bonda Ma3 Iruka Ashiq                ,Non-anti-LGBT+ content
I think people need to be educated well Even my mom supports homosexuality and their rights We are in no place to judge them I think people are being ridiculous by judging others                ,Non-anti-LGBT+ content
Now heavy gopal in chennai                ,Non-anti-LGBT+ content
Please tell the details about the PUB                ,Non-anti-LGBT+ content
very lively and lovedy  kannuu   i pray u become more stronger and stronger                ,Non-anti-LGBT+ content
Amma acting                  ,Non-anti-LGBT+ content
Im tg nivetha part two pathutu answer pandren                ,Non-anti-LGBT+ content
Seriously i read the topic again and againTransgendercoz apdi theriyave ilaseriously so cute                ,Non-anti-LGBT+ content
Bro speak about subash chandra bose                ,Non-anti-LGBT+ content
God bless you everyone                ,Non-anti-LGBT+ content
She act like man who ever this she going to act like man                ,Non-anti-LGBT+ content
Shoot him all Dust bin                ,Homophobia
Nice to                 ,Non-anti-LGBT+ content
19 year old I am proud about Iam Bisexual               ,Non-anti-LGBT+ content
Really                  ,Non-anti-LGBT+ content
Anna pls speak about transgenderI am from Karnataka I am following u from so many days pls Anna its my hambal request                ,Non-anti-LGBT+ content
Fully script story only                ,Non-anti-LGBT+ content
what an altitude                ,Non-anti-LGBT+ content
Priya S   answer this  if Satan punishes bad guys in kill then how can he be a bad guy                ,Non-anti-LGBT+ content
Dislike people of this video are non humanityDoesnt have any eligible to live in the earth                ,Homophobia
IN india how many of them folowing our culture all men wearing tshirt phant is this thing is our culture                 ,Non-anti-LGBT+ content
Bro wating for part 2                ,Non-anti-LGBT+ content
Love is Love And Everyone should be able to Marry their loved one irrespective of their gender under consent without any regret Genuine loving people are affected by poor closeminded peoples laws  1st  India already had Homosexuality in their Culture  2nd  British came ruled us and made the section 377 to ban Gay sex which obviously means  some Indians were gay at that time  3rd  British went back and Normalized Gay love and legalized Gay Marriage Here we are still holding on to their colonial era law and stigma around that they left behind as like English language Time is High to revive a Basic Human Right to Love and our Indian culture which also includes in itself LGBT community   PS You dont have to be Gaylesbian to voice out for LGBTQ rights just the way You dont have to be a Woman to supportvoice out for Womens rights                ,Non-anti-LGBT+ content
Hes exposed that place front of public                ,Non-anti-LGBT+ content
They are doing making public fully damage                ,Homophobia
Best ever hearted one Live long Happy in this world Huge Love Best carer                ,Non-anti-LGBT+ content
Because of society Then the problem is with us because we are part of the society                ,Homophobia
U r so beautiful Katrina I love u so much and I accept u                ,Non-anti-LGBT+ content
Prize the lord                ,Non-anti-LGBT+ content
lol just leave I wont change my perception bcz in my clg life something like this happened to one my frnd I dont wont explain that so I wont support those butt fuckers                ,Homophobia
HARI HARAN T  Ur watsapp number                ,Non-anti-LGBT+ content
Nice comment Thanks for supporting LGBT people                ,Non-anti-LGBT+ content
The judges is a wrong persons so judgement also wrong decisionSo we have to re appele supreme Court                ,Homophobia
Very Proud of you madhan                ,Non-anti-LGBT+ content
Thanks to Arun Reporter                ,Non-anti-LGBT+ content
Waiting fr part 2 video                ,Non-anti-LGBT+ content
NICE TOPIC I LIKE IT                ,Non-anti-LGBT+ content
Make a video about laws of attraction                ,Non-anti-LGBT+ content
Plz give any valuable gift to her True Heart                ,Non-anti-LGBT+ content
Im a pansexual person  I always wanna be like me and I like people not their GENDER                ,Non-anti-LGBT+ content
Self experience oh                ,Non-anti-LGBT+ content
Really great  hattoffs                ,Non-anti-LGBT+ content
Salute Best prank ever It gave a full respect on her                ,Non-anti-LGBT+ content
I love how Karthik family is so caring about Varun                ,Non-anti-LGBT+ content
Malni the great salute                ,Non-anti-LGBT+ content
Mohamed Ali  497 Its not okay fr me But as far as Ive read adultery can b used as a reason fr divorce so if my partner cheats me I would rather move out divorce rather than blackmailing them with the law As far as Ive understood about relationship a law isnt needed to hold a promise of monogamy                ,Non-anti-LGBT+ content
How intelligent she is                ,Non-anti-LGBT+ content
Truly good series happy to see it again n wow Lathif Character is Amazing n nice story We gays should be proud of this n awesome                ,Non-anti-LGBT+ content
Anna Im crying because ur acting super anna                 ,Non-anti-LGBT+ content
It is easier for girls to talk openly about this topic than guys You will never get a true answer if you do public opinion in this topic  Most Muslims and Christians Sangi type Hindus less educatedexposed people and egoist males wont accept All they care about is progeny and populationIt takes a lot of emotional intelligenceEQ to  understand and care about human emotions living a false life false marriages divorces psychological issues suicides and depression                 ,Non-anti-LGBT+ content
I really salute to both                ,Non-anti-LGBT+ content
Hi I am Joe Please contact    Whatsapp                ,Non-anti-LGBT+ content
Dont cry pa                ,Non-anti-LGBT+ content
Really  akka and Anna your are a great people                ,Non-anti-LGBT+ content
shinchan shinchan  well said                ,Non-anti-LGBT+ content
Thanks for making this movie                 ,Non-anti-LGBT+ content
Labeo Rohita thanks bro                ,Non-anti-LGBT+ content
Gay life very good                ,Non-anti-LGBT+ content
I think its mental illness Go and consult doctor                ,Homophobia
I am waiting for your second part                ,Non-anti-LGBT+ content
Who cry when she dance for him Yes Im crying               ,Non-anti-LGBT+ content
I am also waiting anna                 ,Non-anti-LGBT+ content
who created the cell phone  is it natural  No  How can you say  natural  use God name                ,Non-anti-LGBT+ content
Bible says a lot more But I dont think anyone amongst us lives word by word relating to bible And before quoting these verses that prick and blame others remember to remind yourself the most important verse from bible  love your neighbour as you love yourself                ,Non-anti-LGBT+ content
J Marie why  They r not going to harm others  they have to protect themselves from people like you                 ,Non-anti-LGBT+ content
This channel is so proud full this help many poor peaples and more tq s for all helps                ,Non-anti-LGBT+ content
stupids of the india                ,Non-anti-LGBT+ content
Nancy jasmine  somighting standing straight for intercouse                ,Non-anti-LGBT+ content
Some persons only did comments                ,Non-anti-LGBT+ content
Unga channel la enoda first comment extraordinary work bro chanceless                ,Non-anti-LGBT+ content
ஐயோ over da  You should know the scientific reason behind iT               ,Non-anti-LGBT+ content
We want to know about   great king cholan   sleep pharalasis unble to move whilr sleeping              ,Non-anti-LGBT+ content
LGBT Communities of Chennai  There is more to the life stories of people from LGBT Communities They live among us Trying their best to carve out a life and identity for themselves in a society that is no so approving  Read about their life stories Inside Out  Exclusively          ,Non-anti-LGBT+ content
krishna kumar  It doesnt matter whether parents accept it or not Every soul in this world has rights to do what they like except illegal things Since IPC 377 has been abolished by our govt LGBT community has rights to express their love and they own respect too                ,Non-anti-LGBT+ content
377 Its not criminal offence its a dieasesHarmons problem                ,Non-anti-LGBT+ content
Your are great                 ,Non-anti-LGBT+ content
Part 2 next year                ,Non-anti-LGBT+ content
Super brother                 ,Non-anti-LGBT+ content
Gud advice bro                ,Non-anti-LGBT+ content
Bro definitely millions  of views  best wishes for u                ,Non-anti-LGBT+ content
What ever love is beyond everything                ,Non-anti-LGBT+ content
Bro tell about gaming addiction                ,Non-anti-LGBT+ content
She looks so beautiful                 ,Non-anti-LGBT+ content
Male chromosome is weaker than female one So this may be true                ,Homophobia
vikki hot I am also heamosex                ,Non-anti-LGBT+ content
Govind svi other country ppls thougt that our country is like other countries but we only know our country is an more culturals and Some special functions                ,Non-anti-LGBT+ content
Our society is some time very evillll                ,Non-anti-LGBT+ content
she is so beautiful by heart too  Ive never saw an actress so GROUNDED  Especially when she does make up for VJ Ashiq                ,Non-anti-LGBT+ content
I believe in todays time The only relationship without lust is between lgbt people Great movie                ,Non-anti-LGBT+ content
See sir sex intention people not joint with same gender it there natural feeling sir understand that all people not do this some people done this because that type God created them is not there mistake please understand sir                ,Non-anti-LGBT+ content
Malini has got right point of view and looking handsome                ,Non-anti-LGBT+ content
super storybut it wont happen in real life                ,Non-anti-LGBT+ content
LOve doesnt come after deciding wht organ the other person got  love can only see and fall for another heart simple as tht                ,Non-anti-LGBT+ content
Very good movie Really i too face this problem its very difficult to convince about our identity to others Bcz sometimes they wont understand our feelings                 ,Non-anti-LGBT+ content
Prayers for Bobbie2009 is the best ever coming out and inspirational movie Ive ever seen Its based on true story about an orthodox family who resfuses to accept their sons identity Its so inspiring that Ive watched 5times Try it                ,Non-anti-LGBT+ content
Bro vera level bro yappo bro part 2 varum iam waiting bro                ,Non-anti-LGBT+ content
U r right                ,Non-anti-LGBT+ content
Adhu animal Also animals ku human language varaadhu so they cant tell u they want to have sex with u Also they dont know wats canned consent                ,Non-anti-LGBT+ content
Really emotional touch pannitinga Nanba                ,Non-anti-LGBT+ content
Money minded fair skin people getting everything easily Rich fair high class nowadays all Are gay it spreading nowadays This is recent suitation in India             ,Homophobia
Wow super my dearest beautifully friends really I love you my sweet beautifully friends                ,Non-anti-LGBT+ content
Dont act too smart to prove the sin as purity God has created us to live holy life  unless God breaks drakness from your heart and mind you will be speaking like this only SIN IS SIN ALWAYS WHO EVER DOES IT IN ANY CASTE COMMUNITY  RELIGION                 ,Homophobia
Good morning and Happy Republic Day sir                ,Non-anti-LGBT+ content
The mivie us Asm                ,Non-anti-LGBT+ content
Identify what Should they hide it                ,Non-anti-LGBT+ content
Prateekshaa  Mister Ive read about it more than u Ive read the long judgement of supreme court as well If the courts have given the decision theyve surely done it by reading reports of worlds best medical sciences and too and fro judgement for years now And Ive read many world medical reports on these So I guess u need to be more educated Check ur sources and read properly to get more knowledge Pls dont comment with half baked facts                ,Non-anti-LGBT+ content
Thanks for your feedback                ,Non-anti-LGBT+ content
ramz mesh  Youre the actual fool One day Jesus will come and people like you will go to the hell forever Then only you will understand who is the fool REPENT                ,Homophobia
Subashree Murali thanks macha                ,Non-anti-LGBT+ content
Tear full moment                ,Non-anti-LGBT+ content
Part 2 release soon bro                ,Non-anti-LGBT+ content
Y this girl speaking full of rymes  Y she cant speak normally See that anchor he s speaking normally             ,Non-anti-LGBT+ content
Grow up homophobic kids                 ,Non-anti-LGBT+ content
you are great GOD bless you bro               ,Non-anti-LGBT+ content
Super Vera level thambi I am waiting part 2                ,Non-anti-LGBT+ content
Bro there is a God who has created you                ,Non-anti-LGBT+ content
Awesome video if we cant support them even just give respect to them                ,Non-anti-LGBT+ content
Super acting bro keep it up bro                ,Non-anti-LGBT+ content
Bro hope Ur family also support this                ,Non-anti-LGBT+ content
Theru nangai not bad shes good                ,Non-anti-LGBT+ content
Only swiggy boys in Nungambakkam knowshe is worst and behave like rowdy                 ,Non-anti-LGBT+ content
Bro Vara level Iam Provide of You                ,Non-anti-LGBT+ content
Dont worry bro everything will be alright Just wait for that time And dont stop to convenc one day they will understand               ,Non-anti-LGBT+ content
Man ur so so so so cute man love man U reminds me of my lost friend I respect u a lots                ,Non-anti-LGBT+ content
Vera level acting super bro                ,Non-anti-LGBT+ content
Respect to transgender                 ,Non-anti-LGBT+ content
I think actress Katrina will be apt for ur title Please update ur title                ,Non-anti-LGBT+ content
754 to 805 am crying anna  vera level                ,Non-anti-LGBT+ content
That transgender is good hearted yaar and hats off to his acting da Semma da                ,Non-anti-LGBT+ content
She look gorgeous                ,Non-anti-LGBT+ content
Stay homestay safe                ,Non-anti-LGBT+ content
I need gay life partner                ,Non-anti-LGBT+ content
What is stright                ,Non-anti-LGBT+ content
Its crt only its their own choice                ,Non-anti-LGBT+ content
Rizwan Mn Ya i will msg u whatsapp soon Inforn we chat msg whatsapp Ok             ,Non-anti-LGBT+ content
Proud of you Amma                ,Non-anti-LGBT+ content
Culture determines our next generation  these kind of things will spoil our future generations                ,Homophobia
Mathi Azhan  number                ,Non-anti-LGBT+ content
Hey seriously I thought She was a Transgender                ,Transphobia
Visuvanathan swamynathan  thanks Viswanathan everything is in our hand we should be confident in what we are doing what ever u said I too faced everything in life but now a better person in society my kind advice never ever depend on others then nice chatting with you                 ,Non-anti-LGBT+ content
The worst thing a person could go through is loneliness and being cornered I think every person is different and special They have their own beliefs unless and until it doesnt harm anyone i feel its ok let them be the way they want its high time we start accepting all kind of people im not just talking about homosexual let me remind the society one thing the society is us everyone are part of society the change should come within you first then the society will change                ,Non-anti-LGBT+ content
Great movie and it is very well taken The music by Gautham is so very good with the right tone and emphisis Dilip And me thoroughly enjoyed watching it to the last minute The time and patience withe diversity in human creations was put forth in a very positive manner seeking the understanding and blessings of the parents                ,Non-anti-LGBT+ content
You look a bit like TV actress Vani Bhojan You have gone through so much Sennila be brave much love and blessings to you                ,Non-anti-LGBT+ content
Yes thank you                ,Non-anti-LGBT+ content
Malini  Wat justice you give for  innocent  people betayed by homosexuals like u                ,Homophobia
Vera lvlyaaaSo many goosebumps moments in this videoHats off to your workSoon You will be the top prank channel in tamilAdvance congrats                ,Non-anti-LGBT+ content
Keerthana Jayavel Will u parents accept it               ,Non-anti-LGBT+ content
This is best pranks show                ,Non-anti-LGBT+ content
This comes from devil not from God                ,Non-anti-LGBT+ content
Title should have been alghan Latif good actorgood voice I love him                ,Non-anti-LGBT+ content
Is going against nature right Destroy the nature who is going to suffer In the same way this law will show its bad impact very soon  people who are bound to family and culture keep your children safe  teach them the value of nature from the childhood because the future is going to be worst because of lgbt freedom                ,Non-anti-LGBT+ content
She is so pretty                ,Non-anti-LGBT+ content
Diversity exists Differences exist You need to embrace it You cant act like there is no such thing Acknowledge them and accept them You cant close your eyes and hope that the world is star spangled awesome                ,Non-anti-LGBT+ content
I do not judge him or herEvery human may have spirits that live with themTB Joshua delivered the person with a man spirit t  a woman making  them a man  and a woman spirit  a man making them a woman Prophet  TB Joshua  delivers them and set them freeNow they live in a normal life with Jesus Christ                ,Non-anti-LGBT+ content
Muhammad AzeemSH  Im an mbbs students ppl have researched on the basis of homosexuality and found that a certain locus in the x chromosome is responsible fr a persons homosexual tendencies which is expressed thru epigenetics So there u go The so called scientific proof u needed coz u cant mind ur own business                ,Non-anti-LGBT+ content
bro  live as You wish Good luck                ,Non-anti-LGBT+ content
What is the meaning of physically harrassed child I cant understand                ,Non-anti-LGBT+ content
A Bold step was taken by Maniji to give a strong message to the society in a beautiful way Latif and Harishs dad have done a great job Kudos                ,Non-anti-LGBT+ content
Unconditional love amma   I love you amma  ethan sir கடவுள்                ,Non-anti-LGBT+ content
Y this video too late bro                ,Non-anti-LGBT+ content
Sharath S yesa big thumbs up                ,Non-anti-LGBT+ content
The crew has done the greatest work in tamil industry Hats Off to the crew members well done Thanks for uploading this movie                ,Non-anti-LGBT+ content
Storyline 100 Acting  100 Emotions  100  Over all its a movie that everyone should watch            ,Non-anti-LGBT+ content
Any lesbians or gays here                ,Non-anti-LGBT+ content
They are equal to God so give respect for transgender people                 ,Non-anti-LGBT+ content
Societys words r induces them 2 suicide It should b stopped                ,Non-anti-LGBT+ content
Semma acting thalaiva                ,Non-anti-LGBT+ content
Thank you so much                ,Non-anti-LGBT+ content
Vas im  LGBT means Lesbian Gays Bisexual Transgenders They r form of alternate sexualities U can read abt them in WHO website or from indian or american psychiatric association websites Hope u know how to read                ,Non-anti-LGBT+ content
Ur post are awesome bro                ,Non-anti-LGBT+ content
Balamurugan M  I dont worry why mobile number here                ,Non-anti-LGBT+ content
Ithu ovvoruvarinathum thanippadda viruppam                ,Non-anti-LGBT+ content
I love this I mean Seriously Could u post this friggin everywhere Ready Set Go                ,Non-anti-LGBT+ content
Aww she is so cute compare more boring face girls                ,Non-anti-LGBT+ content
I want heart from tmp                ,Non-anti-LGBT+ content
Anna front and front super anna                ,Non-anti-LGBT+ content
Yes animals not doing like that  then one more do you resently what happening in chennai 8 year girl was rebed to 13 jens just think about which doing like that i think animals better to yours                ,Homophobia
how body building dtarts                ,Non-anti-LGBT+ content
Bro vera level very good try Keep it up                ,Non-anti-LGBT+ content
Talk about the cultures and the festival celebrated in the whole india                ,Non-anti-LGBT+ content
I dont agree with homosexuality because I am not homosexual but if people are like that let them be who they are Its not about culture it about the heart and who you love dearly Thats all I have to say and we respect each other for who they are                ,Homophobia
Nice concept  hatts off u bro                ,Non-anti-LGBT+ content
Supper sister God bless you family                ,Non-anti-LGBT+ content
Bro i am waiting for part 2                ,Non-anti-LGBT+ content
915 Is that a smirk Im seeing                ,Non-anti-LGBT+ content
I dont know how my life will go But I know My life will be like this movie I will be with my mom and with my family Love u  mom Love u my sweet  hasbend Im waiting for u baby                 ,Non-anti-LGBT+ content
Dude all ur videos are too good Im eagerly waiting for your next video  Repeatedly listening to the videos again and again Awesome dude                ,Non-anti-LGBT+ content
Really weird hate those unhuman man                ,Non-anti-LGBT+ content
I think its scripted episode but good                ,Non-anti-LGBT+ content
black sheep  I am the Director of that film                ,Non-anti-LGBT+ content
Tamizh is the oldest living language but not the oldest There r others the old brami script indus valley script egyptian mesopotamian otherw                ,Non-anti-LGBT+ content
514 the way she winked                ,Non-anti-LGBT+ content
Iam ur new suscriber this videos awsome                ,Non-anti-LGBT+ content
Vantalunga Uber cool feminist hypocrites Always talking about LGBT and other shitt                ,Homophobia
No more words  Sago                ,Non-anti-LGBT+ content
Bro Vera level Acting Arumai                ,Non-anti-LGBT+ content
No hate feeling in gay boy                ,Non-anti-LGBT+ content
Human being person Not forced this kind of people We are dont care about the Male or female just human being                ,Non-anti-LGBT+ content
who need to stop this because my friend is like this                 ,Non-anti-LGBT+ content
Finally they got freedom let them live happily                ,Non-anti-LGBT+ content
Dont worry akka ur dreams will come true                ,Non-anti-LGBT+ content
Thanks for the video mani brother                 ,Non-anti-LGBT+ content
Perumalwatch this video with ur familylater we comment abt ur statement                ,Non-anti-LGBT+ content
Sanjiv a I m extremelyJust because she cant have straight  relationship that doesnt mean she cant have any other option Besides that it is her wish and why are u forcing her to be something that she not into Dont u think u violating her privacy                ,Non-anti-LGBT+ content
Cine field actors are not hero You are the evergreen hero I really impress your  Motivational speech Bro  Keep it up you will sucess in each and every minute congratulations bro             ,Non-anti-LGBT+ content
If only she have changed her voice cord she would have looked perfect overrall                ,Non-anti-LGBT+ content
Video about match fixing in cricket especially match fixing in 2000 Ind vs SA series                ,Non-anti-LGBT+ content
Part 2 waiting                ,Non-anti-LGBT+ content
Malin darling love you lots                ,Non-anti-LGBT+ content
In this world the most kindness human being is transgender                 ,Non-anti-LGBT+ content
i salute i am not interested and opposed to same sex relation but this film takes few minutes to thing what is wrong with those person they are also human being we have to sry i hav to respect those persons   At any point of time dont hesitate others feelings and love             ,Non-anti-LGBT+ content
Im sure people dont like the title of this video Its obvious this channel did it for clickbait but it can be used in a positive way as well For people that are transgender or going to become transgender this video can be a motivation that transgenders are able to rise from all challenges and be happy and successful                ,Non-anti-LGBT+ content
Thank you for ur loving 5 years age you was taken this film but am seen today only                ,Non-anti-LGBT+ content
I  love this movie                ,Non-anti-LGBT+ content
this was good great                ,Non-anti-LGBT+ content
jesus baby  Hi                ,Non-anti-LGBT+ content
Very nice your feeling will be good                 ,Non-anti-LGBT+ content
Expecting the changes                ,Non-anti-LGBT+ content
how to become a professional socccer player plz bro                ,Non-anti-LGBT+ content
absolutely u r right bro                ,Non-anti-LGBT+ content
Liked this film very much Happy ending is such a rarity in gay themed films                ,Non-anti-LGBT+ content
Pls do change the title for god sake                ,Non-anti-LGBT+ content
Transgender many people good only                ,Non-anti-LGBT+ content
Vara level acting bro                ,Non-anti-LGBT+ content
How many of you know she is better than meets mithun super model                ,Non-anti-LGBT+ content
While watching my eyes become tears                ,Non-anti-LGBT+ content
Really heart touched performance hats off you                ,Non-anti-LGBT+ content
Habeeb Aslam oh please  there is nothing called eternal hell god is not cruel stop reading all these bullshits                 ,Non-anti-LGBT+ content
Nice story and nice characters                ,Non-anti-LGBT+ content
Nice engaging movie on gay love  Companionship and compatibility are more important in conjugal relationships than just bearing children to perpetuate the family tree                ,Non-anti-LGBT+ content
We are a like this movie Its very inspirational movie   waite for part 2 or next movie                  ,Non-anti-LGBT+ content
how about me  do i look transgenders                ,Non-anti-LGBT+ content
DRAGON BALL FAN  I know actually And I know whats a condom Thanks fr the info buddy but Im monogamous so I assure u neither I nor my future partner are gonna cheat Also I will always use a condom                ,Homophobia
We are waiting for part 2                ,Non-anti-LGBT+ content
I was heart touched when u cry                ,Non-anti-LGBT+ content
Still not prove it is not natural if they can prove they will ask legalize                ,Non-anti-LGBT+ content
Karthik Karthik  Hi kaarthick iam karthick                ,Non-anti-LGBT+ content
U r lucky to born at India sister  Here at my country big issues going on Our islamic friends against  LGBT community                ,Non-anti-LGBT+ content
Wow    Look at her attitude  and how cool she handles things just like that  Lover her Chennai slang                 ,Non-anti-LGBT+ content
Great explanation                 ,Non-anti-LGBT+ content
