text,category
പ്രകൃതിയുടെ നിയമം മാത്രം നിലനില്‍ക്കുന്ന കാലത്താണ് സ്വവര്‍ഗ്ഗരതിയെന്ന മാരകപാപം സോദോമിലും ഗൊമോറായിലും വ്യാപകമായത് ദൈവദൂതന്മാരോടുപോലും ഈ മ്ലേച്ഛത പ്രവര്‍ത്തിക്കാന്‍ ഈ സമൂഹം തുനിഞ്ഞത് ഉല്‍പത്തിയുടെ പുസ്തകത്തിലെ പത്തൊന്‍പതാം അദ്ധ്യായത്തില്‍ വ്യക്തമായി കാണാൻ സാധിക്കും പ്രകൃതിവിരുദ്ധ പാപങ്ങളില്‍ മുഴുകിയ ജനതയ്ക്കുമേല്‍ ദൈവം‌ അയച്ച മഹാമാരിയും പിന്നീടുള്ള വചനങ്ങളില്‍ കാണുന്നു സോദോംഗൊമോറാ ദേശങ്ങളെ അഗ്നിയും ഗന്ധകവും ഇറക്കി വെണ്ണീറാക്കിയത്തിനുശേഷം നൂറ്റാണ്ടുകള്‍ കഴിഞ്ഞായിരുന്നു മോശയിലൂടെ അവിടുന്നു നിയമങ്ങള്‍ നല്‍കിയത് നിയമം ലിഖിതരൂപത്തില്‍ ലഭിക്കാതിരുന്ന നാളുകളില്‍ ദൈവത്തിന്റെ കോപം ഈ പാപത്തിനുമേല്‍ ജ്വലിച്ചുവെങ്കില്‍ എല്ലാ അറിവും ലഭിച്ചതിനുശേഷം ചെയ്തുകൂട്ടുന്ന മ്ലേച്ഛതകള്‍ക്കു ന്യായീകരണം ഇല്ലെന്നുമാത്രമല്ല ശിക്ഷ വൈകുകയുമില്ല ഭൂമിയുള്ളിടത്തോളംകാലം ഭൂവാസികള്‍ക്കെല്ലാം ദൃഷ്ടാന്തമാക്കി സോദോമിനെ നിലനിര്‍ത്തിയിരിക്കുന്നതും ഒരു താക്കീതായി കാണണം എന്നാൽ ദൈവം ഈ തലമുറക്ക് ഒരുക്കിയിട്ടുള്ള ശിക്ഷ സോദോമിനേക്കാൾ അതികഠിനമായിരിക്കും ഇത് ദൈവത്തിന്റെ പ്രവർത്തികൾ കണ്ണുകൾ കൊണ്ട് കാണേണ്ട സമയം,Homophobia
കേരളതിൽ പലരും പകൽ മാന്യന്മാരായ കള്ളന്മാർ,Non-anti-LGBT+ content
Antass  Ithokke acteyunnataanennaan elardem vicharam Genetics il PhD Ulla nte ammak vare cant understand I really feel for them I wish I had such a friend so that avark veshamam faceyandi varumbol they could atleast find a person to talk with enn We need an educative video,Non-anti-LGBT+ content
ANISHKUMAR T ആണ്പിള്ളേര് pooril അടിക്കും നിന്നെ പോലെ ഇതുപോലുള്ള കുണ്ടന്മാര് വായിലും എടുക്കും  ആണും പെണ്ണും കെട്ട ജന്മങ്ങൾ,Homophobia
Enthu koppile manasutheyre gayathondu cheyaan patti,Non-anti-LGBT+ content
Kalyanathilupari avar onnichubdakumbol kittunna sathosham athanu valuthu athu ennum undavatte nalla koottukarke onnichu kazhiyan pattolu,Non-anti-LGBT+ content
Gayathri chechirikkatte oru kuthira pavan,Non-anti-LGBT+ content
Christopher Nolan u r rightivamar nnthina ingane jeevikaneaanu aaytu jeevicha pore,Homophobia
Oru kozhappomella Ee uthuparipadinirthi Joli chaythujeevichamathi,Non-anti-LGBT+ content
Jerin Raju LGBT alla sahodara hormone treatement olla aallude karyam aanu paranjathu,Non-anti-LGBT+ content
Podaa njaramba penn azhichitt kandal eeth aaninum pongum oru aanine kanditt pongunnath enthaada,Homophobia
Shahla Vishahad നിങ്ങൾ പറയുന്നത് പോലെ എല്ലാ കാര്യത്തിലും ഉൾപ്പെടുത്താൻ സാധിക്കില്ല സഹോദരി അവർ സ്ത്രീയുടെ മനസ്സും പുരുഷന്റെ ശരീരവുമായി ജീവിക്കുന്നതിനു ഇപ്പോൾ പരിഹാരം ഉണ്ട് ഒരു സർജറി വേണം കുറച്ച പൈസ ചിലവുണ്ട് അതുകൊണ്ട് ഇപ്പോൾ ഒരു പരിധിവരെ അവരുടെ വിഷമങ്ങൾ മറക്കാൻ സാധിക്കും പക്ഷെ ഒരിക്കലും പൂർണ്ണമായും ഒരു പെണ്ണാകാൻ അവർക്ക് സാധിക്കില്ല ഗർഭപാത്രം ഇല്ലാത്തതുകൊണ്ട് അമ്മയാകാനും സാധിക്കില്ല ,Non-anti-LGBT+ content
ഇത് ഒരു വൈകല്യം ആണ് അവർ ജീവിക്കട്ടെ അവർക്ക് ഭയം ആണ് ഞൻ ആണായിട്ടില്ലേ അല്ലങ്കിൽ പെണ്ണ് ആയിട്ടില്ലേ എന്നുള്ള അത് ഉറപ്പിക്കാൻ വേണ്ടിയാണ് ഈ വെച്ച് കെട്ടൽ അത് സാദാരണക്കാർക്ക് അത് അലോഷകരമായി തോന്നും,Transphobia
Onnum randum moonnum mathramalla oru spectrum thanne und  Enthukondanu hurt aakunnath ennum koode aalochichu nokkanam,Non-anti-LGBT+ content
When family members  Govtdoesnt carewhat will them doHow will they liveHow single women are treated,Non-anti-LGBT+ content
manushyane manushyanayi kaanan kazivullavarke ivare angeerikan patum angnae nalla manushyanmar vallare kuravane e lokathe enkilum nammuke prarthikam nalla manushyanmar undavatte dear transgenarater sistersoru purushanum sthreekum illatha manodhairyam chankootam athe ningalke ullu u r the bestarjunante makkalane ningal ardhanareeshwarikal aane ningal ningalude e confident ningalude e dhairyam athane ningalude vijayam santhoshamayo jeevitham ningalke eshwaran nalkkatte sahodharimarebharath matha ki jai,Non-anti-LGBT+ content
Lakshmi M paniker എന്നിട്ട് വേണം ഫെമിനിച്ചികളും കപട പുരോഗമനവാദികളും യുക്തിവാദികളും എന്നെ കടിച്ച് കീറാൻ  പെങ്ങൾ ക്ഷമിക്ക് ,Non-anti-LGBT+ content
One india news illathappo thoni nakkan poikkanun,Non-anti-LGBT+ content
E kalathum engane chinthikunna ningale athu doctre kanikanam,Non-anti-LGBT+ content
Sreelakshmi Suresh eniku agane oru Kutty undayal chikilsa undegil athu cheyyum Counseling kodutho eganeyegilum maatti edukkan sremikkum Athinu otta karaname ulloo njan oru daiva viswasiyanu Athu kondu jedika asakthikale support cheyyilla,Homophobia
Abhirami Abhirami vivaham ennathu vikaarangalum vichaarangalum theerkan ullathaano atho manushya varghathinde nilanilpinuvendiyaano LGBT is an agenda for population control,Homophobia
Seriously good job അധികം ആരും പറഞ്ഞു കേക്കാത്ത ഒരു ടോപ്പിക്ക് ആണ് പറയാത്തതാണോ കേൾക്കാത്തതാണോ എന്ന് അറിയില്ല ഇവിടെ elavarikum jeevikkanulla avakasham ind ennulla oru cherye bodham ellarkum indayal mathii keep it up,Non-anti-LGBT+ content
Lokavasanam adukumpo undavunna karyangal quranil paranjatund brother proof,Non-anti-LGBT+ content
Polichh chechii thn i have a request could u please make a video of EIA Act 2020i think so many peoples are not realize the side effects of EIA act 2020,Non-anti-LGBT+ content
ഇതാണ് നുമ്മ പറഞ്ഞ നടൻ ഇവനാണ് നടൻ അയ്യോ നിവിനേട്ടാ നിങ്ങൾ ശെരിക്കും ഞെട്ടിച്ചു കേട്ടാഎജ്ജാതി അഭിനയംand govind vasanta muthinte music ഒരു രക്ഷയും ഇല്ല,Non-anti-LGBT+ content
ഞാനും എന്റെ ചങ്ങായും ദിവസവും കളിയാണ്  ആണും ആണും സൂപ്പർ ആണ്,Non-anti-LGBT+ content
അതിൽ ഞാൻ ഇപ്പം ഖേദിക്കുന്നു  എല്ലാം വിധിയുടെ വിളയാട്ടം Thanks for watching man,Non-anti-LGBT+ content
നാട്ടുകാരനായ കൂട്ടുകാരാ ഇനിയും ഒരുപാട് ഉയരങ്ങളിൽ എത്തട്ടെ,Non-anti-LGBT+ content
Kerala samooham agikarikkunnundallo chettan bengali aano,Non-anti-LGBT+ content
Vasanthakumari Amma Ninte achante achar മോനെ  മര്യാദക് സംസാരിക്കുക കേട്ടോടാ Oole,Non-anti-LGBT+ content
shahaban കൊച്ചി athinu ni chullan aannu ara paranje  Sonthamayi trolliyathano,Non-anti-LGBT+ content
Dgzhrsustj Ighxufsuts oh nee കുന്ദൻ  aayad kondavm,Homophobia
അപ്പോൾ മാത്രമേ നമ്മുടെ സമൂഹത്തിന് നാനാത്വത്തിൽ ഏകത്വം എന്ന തത്വത്തിൽ ഊന്നി ഒറ്റക്കെട്ടായി മുന്നോട്ടു പോകാൻ കഴിയൂ ,Non-anti-LGBT+ content
വന്നു വന്നു ഇനി കേരളത്തിൽ ആണുങ്ങളെ പീഡിപ്പിക്കുന്ന കാലം വരും ദൈവമേ എന്റെ കുണ്ടിയെ കാത്തോളണെ,Homophobia
Manassinu thonunna oroaa vigarangal allahu kakkatte,Non-anti-LGBT+ content
വേദങ്ങളിലോ പുരാണങ്ങളിലോ സ്വവർഗ്ഗ കല്യാണം എവിടെയും കാണാൻ കഴിയില്ല നാരദമഹർഷി ഒന്നിൽ കൂടുതൽ കല്യാണം കഴിച്ചു കൗസല്യ കൈകേയി സുമിത്ര  എല്ലാ ഇണകളും പെണ്ണാണ്,Non-anti-LGBT+ content
ബ്ലാ ഡിസ്‌ലൈക്ക് അടിച്ചിട്ടുണ്ട് വൃത്തി കേട്ട പരുപാടി ഒരു ആൺകുട്ടിക്ക് പെണ്ണാണ് ഇണയായിട്ട് വേണ്ടത് അല്ലാന്നു പറയാൻ പറ്റോ സുഹൃത്തുക്കളെ ഇത് മൈര് പരുപാടി ആയിപ്പോയി സപ്പോർട്ട് ചെയ്യാൻ കുറെ നായിന്റെ മക്കളും ഇഹ് ഇഹ്,Homophobia
ഇവിടെ ഡിസ്ലൈക്ക് അടിക്കുന്നവർ തീർച്ചയായും ഒരുവട്ടമെങ്കിലും ഈ ഷോർട്ട് ഫിലിം കണ്ടിരിക്കണംസ്വവർഗ്ഗാനുരാഗം മാനസികരോഗമോ വാർത്തകളിലെപോലെ പ്രകൃതിവിരുദ്ധമോ ഒന്നുമല്ലനിങ്ങൾക്ക് എതിർ ലിംഗത്തോട് തോന്നുന്നത് ചിലർക്ക് സ്വന്തം ലിംഗത്തിലുള്ളവർക്ക് തോന്നുന്നുഇവിടെ കമന്റ് ബോക്സിൽ കിടന്ന് കുരു പൊട്ടിക്കുന്നവരെ മനുഷ്യരായിപ്പോലും കണക്കാക്കാൻ കഴിയില്ല,Non-anti-LGBT+ content
പക്ഷെ പുരുഷനായി ജനിച് സ്ത്രീയായ ഇവർക്കു കൃത്യമായി പുരുഷനെ മനസിലാക്കാൻ കഴിയും എന്നാണ് എനിക്കു തോന്നുന്നത് ,Non-anti-LGBT+ content
9 okke verum oru number ayyi kannenda samyamayyi ppls2020 illek petten vandi keruka,Non-anti-LGBT+ content
ചുള്ളൻമാർ Gay ആവാൻ പാടില്ല എന്നുണ്ടോ ,Non-anti-LGBT+ content
കണ്ടു എനിക്കു പറയാൻ വാക്കുകളില്ല I feel a kind of numbness inside me Eden hats of you ,Non-anti-LGBT+ content
എന്തു പറയണം എന്ന് പറയാനറിയാത്ത ഒരു അവസ്ഥ,Non-anti-LGBT+ content
Nikhil Varghesevhotfe ഞാൻ കുണ്ടൻ അല്ല അതിനു,Homophobia
ningal aanungaloke inganeyayal njangal pennungaloke enthcheyum,Non-anti-LGBT+ content
Abhilash Shankar cheruppathil aankuttikal sexual abuse cheyyappedunnundennu ennikku viswassikkan kazhiyunnillanjan vicharichu girlsinu matrame kooduthal risk ullennu easwara ennikkorankunjanu ullathu kettittu pediyakunnu,Non-anti-LGBT+ content
അങ്ങനെ അവര് ചെയ്യും എന്ന് എല്ലാവര്ക്കും അറിയാം എന്നാലും അങ്ങനെ ആരും പോസ്റ്റില്ല ,Non-anti-LGBT+ content
ഈ പറയുന്ന ഷിഗണ്ടി വർഗം മനസ്സിലായില്ലേ ഹിജഡ വർഗം എന്ന്,Transphobia
pes Soccers kashtam evidennu kitti puthiya arivuangineyanenkil videsathulla ellarum transgenders aayirikkum onnu poda,Non-anti-LGBT+ content
Rahman Rahman nte broAvar verum sexine vendi ella ingane avunnadhPadachone thanneya avare ingane janipikkunnadhAdh avarude kuttam ellalo avarkum feelings ishtangalum okke inndingane okke verum enn padachon paranjidangill appom avare angikarikkanamAdhaan nalla karyam,Non-anti-LGBT+ content
ടെയിനിൽ fancy dress ഇട്ട് ഗുണ്ടകളെ പ്പോലെ പൈസ പിരിക്കുന്നവരെ ഓർമ വരുന്നു,Non-anti-LGBT+ content
rafi komben ഞാൻ തന്നോട് എന്തെങ്കിലും പറയാൻ വന്നോ എവിടെങ്കിലും എന്തെങ്കിലും കാണുമ്പോൾ അത് തന്നെ ഉദ്ദേശിച്ചാണ് എന്ന് ചിന്തിക്കുന്നത് ഉള്ളിൽ അതുപോലെ കള്ളം ഉള്ളവർക്ക് മാത്രം ആണ് അതെങ്ങനെയാ,Non-anti-LGBT+ content
Vaishnav Talks MM manyamaayi jeevikkunnavare nammal support cheyyumallathavare orikkalumilla,Non-anti-LGBT+ content
Trans നെ പറ്റി പഠിക്കാൻ ഗവ ഒരു കമീഷൻ വെക്കണം,Non-anti-LGBT+ content
വിവാഹിതരായ ഇരുവർക്കും ജീവിതനാശ ആശംസകൾ നേരുന്നു ഞാൻ,Non-anti-LGBT+ content
അവരും അടിപൊളി യായി ജിവിക്ക ട്ട്,Non-anti-LGBT+ content
Walk Man തലയിൽ വല്ലതും വേണം പോയി കാട്ടിലെ കണ്ണൻ കാണു,Non-anti-LGBT+ content
അവരുടെ കുഴപ്പമല്ല പിന്നാരുടെ കുഴപ്പം സർവ്വതും സൃഷ്ടിച്ചെന്ന് പറയുന്ന പടച്ചവന്റെ കുഴപ്പം,Non-anti-LGBT+ content
atheyyyenthu prahasanam aanuu ,Non-anti-LGBT+ content
Anjalo broo pwolipichuuu moneaaaaaa,Non-anti-LGBT+ content
അതിലിപ്പോ ഒന്നും ചെയ്യാനില്ല,Non-anti-LGBT+ content
കുട്ടികളെ ചൂഷണം ചെയ്യുന്ന കുണ്ടന്മാരെ കണ്ടാൽ അടിച്ചു കരണം പൊട്ടിക്കുക,Non-anti-LGBT+ content
ഇങ്ങനെ ഒരു Script ചെയ്യുമ്പോൾ നല്ലതുപോലെ പഠിച്ചിട്ട് ചെയ്യണമായിരുന്നു,Non-anti-LGBT+ content
ഏറ്റവും കൂടുതൽ ഉള്ളത് മദ്രസ പീഡനങ്ങൾ ആണ്,Non-anti-LGBT+ content
Enthoru pekolangal aaaan ,Transphobia
Simply outstndng Finoobin thakarthuttooooKeep going all d very bst guyZzzz,Non-anti-LGBT+ content
ഒരാൾ Trangent ആയി ജനിക്കുന്നത് ഒരിക്കലും അയാളുടെ കുറ്റമല്ല ചില സ്ഥലങ്ങളിൽ ഇവരെ ഉപദ്രവിക്കുന്ന രംഗങ്ങൾ Fb യിൽക്കണ്ടിട്ടുണ്ട് ശരിക്കും അത് ഭയങ്കര കൂര തയാണ് ഇവരെല്ലാം ഭൂമിയുടെ അവകാശികളിൽ പെട്ടവരാണ് അവരും ജീവിച്ചു പോയ്ക്കോട്ടെ,Non-anti-LGBT+ content
Dee JayPJrss ചാണകം ആവും എടപ്പാൾ,Non-anti-LGBT+ content
Eni ithupole olich cheyyunnavar parasyamayi purake varum,Non-anti-LGBT+ content
kalam poya Pokke ini enthokke kanendi varum ente daivame,Non-anti-LGBT+ content
Ardra Achu vivaravum vidyavyasavum ellathavanmarod paranjitt karyamilla,Non-anti-LGBT+ content
Jibi mullu nth oolathara aadaa parayunne,Non-anti-LGBT+ content
Jeevikkuka jeevikaan anuvadhikukaaaaa,Non-anti-LGBT+ content
Sthree ayi jenichu purushan ennum paranju nadakkunna transgenderne kettiyal sadarana aanum pennum thammil nadakkunath cheyth mathu,Non-anti-LGBT+ content
വിവാഹമെന്നത് ഏതെങ്കിലും പ്രത്യേക വിഭാഗം ആളുകൾക്ക് മാത്രം വേണ്ടി ഉള്ളതല്ല എല്ലാ പൗരന്മാർക്കും തുല്യമായി ലഭ്യമാക്കേണ്ട ഒന്നാണ് അത്,Non-anti-LGBT+ content
Varun Punnala ചക്ക എന്ന് പറയുമ്പോൾ ചുക്ക് എന്ന് കേൾക്കുന്ന തന്നോട് ഒന്നും പറയാനില്ല തന്റെ സംസാരം കേട്ടപ്പോൾ ഒരു കാര്യം മനസ്സിലായി താൻ ഒരു സങ്കി ആണന്നു അപ്പൊ ഒട്ടും നമ്മൾ സംസാരിക്കാനില്ലേ,Non-anti-LGBT+ content
ഉണ്ണിയാർച്ച reloaded എന്നെക്കാളും വിവരമുണ്ടോ  അതെനിക്ക് അറിയില്ലാർന്നു വിവരം അളക്കാനുള്ള യന്ത്രമുണ്ടോ കയ്യിൽ സാധാരണ ഉണ്ണിയാർച്ചയുടെകയ്യിൽ വാളല്ലേ,Non-anti-LGBT+ content
Vincent Gomez humansil 10 homosexuals aayath kond human existence oru problevum undavillaath orth worried aavanda athil valya prblms nammude chuthinnum nadakkunnund nammude nilanilppine bhadhikkunnath athinte patti worry cheyyu,Non-anti-LGBT+ content
Pranav Pc nostalgic hehe mwona,Non-anti-LGBT+ content
Satheerth GOVIND sheriya schoolilum poyi clgilum poyi engene okke varunna chilarumund Atha parithaapakaram,Non-anti-LGBT+ content
Eee myran mark entha vatta ithinakal 9 aakunatha,Homophobia
Loka Samastha Sukhino Bavanthu,Non-anti-LGBT+ content
F F C യിൽ നിന്ന് വന്നവർക്ക് like അടിക്കാനുള്ള കമന്റ്,Non-anti-LGBT+ content
ഇവരും മനുഷ്യരാണ് നമ്മളെ പോലെ വികാരവും വിചാരവും സങ്കടങ്ങളും ഒക്കെ ഉള്ള മനുഷ്യർ,Non-anti-LGBT+ content
already ദഹിച്ചവർ ആണ് comment സെക്ഷനിൽ,Non-anti-LGBT+ content
Vincent Gomez oru straight aaya aale oru suprabhatathil Kure hormone Etta food koduthal gay aakan patathilla Potte ayale pidich eni hormone nirbandiche kuthivechalum ayal gay akilla chilapol ayalude look feminine aakum sexuality change aakathilla  Apozha foodil hormone ette population control cheyan sexuality change cheyunate Athilum bhedam Vedi vechu kollunatha  Commonsense use cheyu Eni oru gay aayavsne pidiche male hormone kuthi vechalum Avan straight aakathilla its genetic,Non-anti-LGBT+ content
achu achuuus othiri nadakunudu athu ennathe kalagatathintheanu,Non-anti-LGBT+ content
ദൈവത്തിൻ്റെ സൃഷ്ടിയിൽ ഉൾപെട്ടവരല്ലെ നമ്മളും അവരും  ആരും ആരൂടെയും മുന്നിലും അല്ല പുറകിലും അല്ല,Non-anti-LGBT+ content
Bhagyam enik penninod matram instrst thoniyath  enthoru myrrrr erpaadanith,Homophobia
ഉള്ളത് കൊണ്ട് അടിച്ചു പൊളിച് ജീവിക്കുക മേക്കപ്പ് ഒക്കെ സാധാരണ ജനങ്ങളെ പോലെ ആക്കുവാൻ ശ്രമിച്ചാൽ പൊളിക്കും,Non-anti-LGBT+ content
Vaishnav Talks MM കൗൺസിലിങ് കൊണ്ട് മാറിയവർ ഉണ്ട് മൈരേ,Non-anti-LGBT+ content
feleena xavier good no words Pattumenkil 2 poojayo vazhipado nernneki Chilapo maarum  So sad sis  Muri vaidyan aale kollum Athenne avastha,Non-anti-LGBT+ content
ഞാൻ  vicherichu കുന്ദൻ  mar ayirkumnnn,Homophobia
Aneesha Anju താൻ തേങ്ങായ പറയുന്നത് Homosexual മനുഷ്യൻ ഉണ്ടാക്കിയെന്ന് പറഞ്ഞുഞാൻ ചോദിച്ചു അപ്പോൾ പ്രകൃതി കാണിക്കുന്നതോ എന്ന്ഇപ്പോൾ താൻ എന്ത് ആണ് പറയുന്നത് വല്ല ബോധം ഉണ്ടോ സെക്സ് ഓറിയന്ടേഷൻ എന്നത് ഒരു വ്യക്തിക്ക് തിരഞ്ഞെടുക്കാൻ കഴിയില്ലജനിക്കുമ്പോൾ തന്നെ അവർ അങ്ങനെ ആണ്വിവരക്കേട് ദയവായി വിളമ്പരുത്,Non-anti-LGBT+ content
Varun Punnala അപ്പൊ നിങ്ങൾ ചോദിക്കും എന്താണ് പരിമിതികൾ എന്ന് താങ്കൾക്ക് ഉണ്ടാകുന്ന സംശയങ്ങൾ ഉത്തരം തരാൻ എനിക്ക് ബുദ്ധിമുട്ട് ഉണ്ട് ക്ഷമി,Non-anti-LGBT+ content
സുപ്രീംകോടതി സ്വവര്ഗാനുരാഗത്തെ അംഗീകരിച്ച വിധിയെപ്പറ്റിയൊന്നും കേട്ടിട്ടു പോലുമില്ലേ,Non-anti-LGBT+ content
Angikarikkanam ബികോസ് you same same them just humans,Non-anti-LGBT+ content
Nc theam എല്ലാവർക്കും ആശംസകൾ ,Non-anti-LGBT+ content
scientifically inaccurate statement Homosexuality എല്ലാ മൃഗങ്ങളിലും ഉണ്ടെന്നോ  lol എത് സ്കൂളിലാ ഇത് പഠിപ്പിച്ചേ,Non-anti-LGBT+ content
Mr Red Ni muzhuvanayi Keri erike Thala matram aakanda Ninte thanthayka enu adichu kodukunate annakilotte,Non-anti-LGBT+ content
ആ പെൺകുട്ടിയുടെ make up ഇത്തിരി ഓവർ ആയി ,Non-anti-LGBT+ content
